"time" "amplitude" "baseline_var"
10310 0.00774947161555691 0.697945220395923
10320 0.00507000360010827 0.962964825332165
10330 0.00078906064437497 0.286153735592961
10340 -1.65788769004159e-05 0.524809044087306
10350 0.00192715240417649 0.682655790587887
10360 0.00350710381831498 0.447616677731276
10370 -0.00102776285438493 0.253992574289441
10380 -0.00351419680706775 0.36414219927974
10390 -0.00557821436483493 0.539406933821738
10400 -0.00237049730201953 0.230800222838297
20000 1.16965052938009e-05 0.0304172583855689
20010 -0.00446160945087354 0.729016916593537
20020 0.00898348877952137 0.0703860812354833
20030 -0.00354896971026838 0.531236973823979
20040 -0.00199028887792703 0.801298318663612
20050 0.0117972218201428 0.553756139008328
20060 -0.00613255533806047 0.974069077987224
20070 0.00780175278717481 0.711032607592642
20080 0.00431273802657036 0.857896491419524
20090 -0.00309204744722123 0.503535585012287
20100 0.00504154930852782 0.57588815013878
20110 0.00199477280100139 0.451944360043854
20120 0.00278099642305394 0.660913114435971
20130 -0.00143747717743832 0.793522516731173
20140 0.00586506538765643 0.117794269230217
20150 0.00995960938481197 0.980323100695387
20160 0.00912631195832031 0.095077196136117
20170 -0.000309495522228977 0.532168955309317
20180 0.00649342738037337 0.703263043425977
20190 0.00388544242256042 0.566812017234042
20200 0.00289686713788133 0.780927622457966
20210 0.00977845027313981 0.0321857549715787
20220 0.00789103854735103 0.503681989386678
20230 0.00619003952933078 0.822295352583751
20240 0.00710996380708305 0.0700999964028597
20250 0.00187333572305691 0.764519029064104
20260 0.0038813738593648 0.867359295953065
20270 0.0103674636527609 0.0373079425189644
20280 0.000468717897904726 0.706782745197415
20290 0.0124816078556265 0.487989829853177
20300 0.000142518693385878 0.20473921042867
20310 0.00894696110895226 0.923022402683273
20320 0.00426703389475945 0.0535527511965483
20330 0.000931206635998278 0.662860136013478
20340 0.00879204230037139 0.547617295291275
20350 -0.0138078846977546 0.394011174095795
20360 0.00171431476149099 0.510969507042319
20370 0.0016591306504316 0.6660783495754
20380 0.00367132935858822 0.0777452040929347
20390 0.00213939682973598 0.00496539822779596
20400 -0.00609394406238605 0.901598264696077
30000 0.00594169509191213 0.747877281857654
30010 -0.00369357937120404 0.17901592166163
30020 0.000931724249055575 0.799402337986976
30030 0.00189287238574194 0.610306564718485
30040 0.00423307157699731 0.480761817423627
30050 -0.00688831411049846 0.916856535477564
30060 0.00794747830025803 0.317965879337862
30070 0.00348538050374915 0.0513022986706346
30080 0.0011447372793205 0.875352754024789
30090 0.000743506823893705 0.328938783146441
30100 0.00474743963345499 0.204594953218475
30110 0.000774984896441632 0.709996204823256
30120 0.00239294106688845 0.946810719789937
30130 0.00464317288181255 0.343608999624848
30140 0.00762258402466572 0.874985650414601
30150 0.0073506970012825 0.829896763665602
30160 0.0101853770524439 0.704533602809533
30170 0.00870811834896878 0.727223085006699
30180 0.0112512469756514 0.165821766713634
30190 0.0111850222634229 0.527979353908449
30200 0.0169283742997016 0.0639242257457227
30210 0.00597032550238245 0.0222991013433784
30220 0.00729592097957867 0.033081082161516
30230 0.00708273458464711 0.901635351823643
30240 0.0056216708411002 0.258069647941738
30250 0.00641661814595697 0.277883274015039
30260 0.00957342233498086 0.163686266168952
30270 -0.00605566681610876 0.745009516132995
30280 -0.000933929270665393 0.829914524685591
30290 -0.00215111885772335 0.143651448655874
30300 0.0076625958552864 0.154626775532961
30310 -0.0013690950474248 0.829969800077379
30320 0.0010204750683854 0.54864520765841
30330 0.00528067584242475 0.975992381107062
30340 0.00211818927198421 0.0797199429944158
30350 -0.00742750828052997 0.896150878863409
30360 0.00990097779039788 0.453909724485129
30370 0.000718151315311781 0.68965174886398
30380 0.00772759276291495 0.541770683135837
30390 -0.00162892682475493 0.487691604765132
30400 -0.00127880054962304 0.205201994627714
40000 -0.0045487408624931 0.00034222612157464
40010 -0.00143597345661803 0.882183267502114
40020 -0.000517552826282667 0.493711940012872
40030 0.000878096890788408 0.996608954621479
40040 0.0134422042217738 0.174178699729964
40050 -0.000235184437818449 0.691934117348865
40060 -0.00407772409190224 0.0183677589520812
40070 -0.00680765216556261 0.158277693204582
40080 0.00878498964492548 0.0596597983967513
40090 0.00790710873997533 0.49180708033964
40100 -0.00358648346906333 0.323303796583787
40110 0.00253710375516021 0.265689478022978
40120 0.0062122457217285 0.859348933212459
40130 0.00246809571934344 0.206185543444008
40140 0.0119892221239904 0.978869718732312
40150 0.0110776597106539 0.753642443567514
40160 0.00761578425732057 0.150297975633293
40170 0.00447371903664208 0.607278483686969
40180 0.0116820497279051 0.807030983734876
40190 0.011893042456198 0.584205819992349
40200 0.00251271101956914 0.686595248989761
40210 0.00702799081818222 0.345353909768164
40220 0.00619977092396679 0.983130433596671
40230 0.00252825057289156 0.938848132733256
40240 0.006256863543857 0.176624384475872
40250 -0.00145959913106317 0.364922286244109
40260 0.00776646476648934 0.667683196254075
40270 -0.00254946790721311 0.415369955124334
40280 0.0117045139958835 0.404264940414578
40290 0.00585694235024649 0.630604875041172
40300 0.00367019603817244 0.601447408087552
40310 0.00116009119493906 0.881039529107511
40320 -0.00466333297447474 0.256154569098726
40330 -0.00371932801675322 0.301550350850448
40340 -0.00159894233685802 0.405909288208932
40350 -0.00914518722501784 0.509514661272988
40360 0.00202634192170531 0.278090176638216
40370 -0.00109598313221662 0.89523563394323
40380 -0.00527473769306924 0.370683320099488
40390 -0.00548883439680644 0.358686299528927
40400 0.00659473446983753 0.568845147499815
50000 0.000411733768594992 0.752983309095725
50010 -0.000128024395927267 0.657087424304336
50020 0.00130897379303214 0.0957653170917183
50030 -0.00758747233717426 0.282121527707204
50040 -0.00443270507190172 0.108307871036232
50050 -0.00296125051798041 0.342485189205036
50060 -0.00149627803083022 0.516997121274471
50070 0.00240824006374499 0.102963151410222
50080 0.00376061907304081 0.981321251951158
50090 0.00271318245334124 0.904869189718738
50100 0.000735962407647065 0.25969123467803
50110 0.0189476788455363 0.523326931288466
50120 0.00217684801878567 0.224012617021799
50130 0.0125250562681336 0.916802827036008
50140 -0.00257252640159561 0.55751193780452
50150 0.00763527483348587 0.344966433942318
50160 0.00495808559921827 0.496663294266909
50170 0.0100725775557514 0.173711868934333
50180 0.0127551431785395 0.577920538373291
50190 0.00696120972965128 0.150639058090746
50200 0.0019555929190931 0.131921794032678
50210 0.00504440159586093 0.967384576564655
50220 0.00315729480901488 0.207454414805397
50230 0.00501727652620878 0.837872287025675
50240 0.00979981494969356 0.758747549727559
50250 0.00703010860787974 0.265692268265411
50260 0.00421224223667477 0.830637340666726
50270 0.00220204134564986 0.0895698913373053
50280 0.00893166304687921 0.458048908505589
50290 0.0137669845655867 0.931293422821909
50300 -0.000971589171618665 0.457133226329461
50310 0.00642549047220952 0.11094377329573
50320 0.00366318355825726 0.133324332768098
50330 -0.000981324704914952 0.549093663459644
50340 0.00860587764576059 0.716314039425924
50350 -0.00652897818800016 0.672300214879215
50360 0.00428246014681274 0.444170829374343
50370 0.00423692453734169 0.308358852984384
50380 -0.000434753668746504 0.397382352501154
50390 -0.00369643719030274 0.844244503648952
50400 -0.00721796971556228 0.0346838815603405
60000 0.001557035621625 0.719172041397542
60010 0.00129960436543015 0.434942497871816
60020 0.00101151253276878 0.116002505877987
60030 -0.00303688177692499 0.744547737762332
60040 -0.000656667899025006 0.032313029281795
60050 -0.00534634119144477 0.379908433184028
60060 -5.49660372385271e-05 0.454701878828928
60070 0.0045047196002794 0.329756704857573
60080 -0.00699273741228812 0.168776581529528
60090 -0.0018782081510285 0.637818960472941
60100 0.00270779070517347 0.0159323206171393
60110 0.00912629923454665 0.145348724443465
60120 0.00569310964353355 0.912955831270665
60130 0.000708875299325269 0.58258314570412
60140 0.00583532744463951 0.896160922478884
60150 0.0060078949036857 0.00367616722360253
60160 0.0133790044955326 0.409877744968981
60170 0.00605242943694064 0.0313254436478019
60180 0.00536109503721377 0.125756447436288
60190 0.00935346115227299 0.134910396765918
60200 0.00802606320244023 0.814699721522629
60210 0.0148327511298631 0.357946693198755
60220 0.00833294365725118 0.0321933925151825
60230 0.00912258721610935 0.0799118177965283
60240 0.00868338553230648 0.420443563256413
60250 0.0111121903748561 0.347033033147454
60260 0.00841949973181058 0.427595542976633
60270 0.00169703320422782 0.503020355477929
60280 -0.000519261428868582 0.812582277460024
60290 0.00394680744970026 0.0633449512533844
60300 -0.00234379284769307 0.534309630515054
60310 0.0095366432216438 0.792727658525109
60320 0.00818281146072359 0.606351369293407
60330 -0.00235974744216903 0.15255109150894
60340 0.00599002558617296 0.354925260646269
60350 0.000152400479913909 0.00975107122212648
60360 0.0057609358516658 0.852458343841136
60370 1.83067920311695e-05 0.199283075751737
60380 0.00831829130951163 0.638818152016029
60390 -0.00571767217584126 0.307662954321131
60400 0.00351093928150485 0.231698801741004
70000 -0.00325077710927489 0.623630161397159
70010 -0.000895985100116744 0.264701737789437
70020 0.000119968817261754 0.556716110790148
70030 0.00530941122880357 0.999741357984021
70040 -0.00232702177927237 0.82343487534672
70050 -0.00177745242088693 0.976621161680669
70060 0.00300347162446215 0.1654318862129
70070 3.90892421461422e-05 0.232738464139402
70080 -0.0081751303302213 0.941906271502376
70090 0.00716908147088841 0.275756370043382
70100 -0.00130630616823654 0.516484692692757
70110 0.0125800797540991 0.71842168038711
70120 0.0028188801239075 0.811183832818642
70130 0.0078532626750362 0.684882463421673
70140 0.0147918915401661 0.0113391156774014
70150 0.0065773352539242 0.820408752188087
70160 0.00686594538967438 0.858765338780358
70170 0.00620850507392513 0.716857942054048
70180 0.00544632216778544 0.0690859565511346
70190 -0.000772114988992825 0.296587499091402
70200 0.0102375983133294 0.0792770904954523
70210 0.00537994941917932 0.952290621353313
70220 0.0048160465814559 0.499742128420621
70230 0.013921723939996 0.484054049942642
70240 0.0061875820805114 0.467509932583198
70250 0.00988129183334973 0.684425998479128
70260 0.00255049367248704 0.87951257172972
70270 0.00457835688065411 0.799827051581815
70280 -0.00165536699212206 0.463604223215953
70290 0.00353439332905118 0.0269094544928521
70300 -0.000737776007367699 0.131693738512695
70310 -0.00181370058802498 0.824707583757117
70320 0.00516786797969776 0.039932097773999
70330 -0.000751625755009882 0.485069629969075
70340 0.00121367104075049 0.449938861187547
70350 0.00372368508026739 0.867694813525304
70360 -0.00687684496560885 0.7289775502868
70370 -0.00266928277330897 0.607250897912309
70380 0.00196722816553362 0.709619873436168
70390 -0.00853325935233775 0.491327545838431
70400 0.00355391962500756 0.903117777081206
80000 0.000766190059992376 0.156910262303427
80010 0.00199595815167219 0.335149828810245
80020 -0.00413214542472553 0.517188315978274
80030 -0.00288813651793119 0.0295861535705626
80040 0.00623205369640012 0.5939882081002
80050 0.00232969494084209 0.190429605077952
80060 0.00417443367222504 0.395254458766431
80070 -0.00534469903751841 0.239872014150023
80080 0.00731443762752906 0.746631332673132
80090 0.00460284301700539 0.110681935911998
80100 0.0107978553562032 0.112438204465434
80110 -0.00164664001263068 0.127386851469055
80120 0.00109691090679277 0.263486895943061
80130 0.00638391467063306 0.299177057575434
80140 0.00826220854730381 0.276363372104242
80150 0.0119713714748378 0.0647152515593916
80160 0.00767980407383203 0.0188083872199059
80170 0.00232065145190104 0.789362297859043
80180 0.00680661760288245 0.831009723478928
80190 -0.00394388901445966 0.445790557423607
80200 0.00439475279731242 0.683127556927502
80210 0.0103665939600538 0.840234483359382
80220 0.00254493305517101 0.0282489832025021
80230 0.000621913971145575 0.0433175833895802
80240 -0.00210438667869882 0.507883418118581
80250 0.00690373443237605 0.894977286690846
80260 0.00436630337898379 0.740997122600675
80270 0.00755801794017566 0.809300230350345
80280 0.00356660436770095 0.98709524073638
80290 0.00673453587363452 0.351937400409952
80300 -0.00111589242648823 0.173791425069794
80310 0.000303625211439092 0.555758903268725
80320 -0.00379507866907669 0.84256694605574
80330 0.00349695947833577 0.307154548587278
80340 0.00451373616378958 0.501988366246223
80350 -0.0101847810210456 0.932738611241803
80360 -0.000308907012322179 0.774137150496244
80370 0.00107851499935899 0.0986447662580758
80380 0.0106116440685707 0.173427001107484
80390 -0.00389703085996925 0.918910689651966
80400 -0.00249476285064615 0.210005308035761
90000 0.00317513242643787 0.798332613892853
90010 -0.00893211941870115 0.147726316470653
90020 -0.00788705317143142 0.935465979157016
90030 -0.00474188819341828 0.809348887996748
90040 -0.00487169607055898 0.370379053289071
90050 0.0104353689890866 0.136294215219095
90060 0.00538412764427203 0.0434467142913491
90070 -0.000460211781516649 0.668045820435509
90080 0.00327476239040409 0.117238774895668
90090 0.00504894857748585 0.688288238365203
90100 0.0059709233911171 0.34939058823511
90110 0.00313599960926214 0.582976098870859
90120 0.00332936078281148 0.704665374942124
90130 0.0011585065020847 0.0701914937235415
90140 -0.00146167624922736 0.395521702244878
90150 -0.00270588615217242 0.835083244368434
90160 0.00510762760303819 0.256204849807546
90170 0.0137834857671558 0.734050748404115
90180 0.00188716512684458 0.0393083952367306
90190 0.00328287569052068 0.694243978243321
90200 0.00861652668697292 0.417684146203101
90210 0.0106999411987678 0.351359126158059
90220 0.0128650460598561 0.116279610665515
90230 0.00690547650601177 0.106553105404601
90240 0.00384389288091259 0.857112764148042
90250 0.00613564435226582 0.975579641526565
90260 0.0103034625873897 0.666833678726107
90270 0.00142242903490628 0.0056509580463171
90280 0.012362894937505 0.154262643074617
90290 0.0117056869936629 0.821057855617255
90300 -0.00530104134677307 0.840137439779937
90310 0.000553607440745988 0.785753979580477
90320 0.00579610030493986 0.512744705891237
90330 -0.00353749298778561 0.658799340249971
90340 0.00928141145954677 0.255643972661346
90350 -0.00291030359117019 0.419168596155941
90360 0.00719395854635808 0.424211587291211
90370 -0.0067213737968433 0.791236409218982
90380 0.00283325599235145 0.617556894896552
90390 -1.81075900006178e-05 0.909601324936375
90400 0.00244300139096369 0.831533279735595
100000 -0.00568172349322485 0.653386942110956
100010 -0.0035859362077386 0.378096856875345
100020 0.0043220241625271 0.963933126302436
100030 -0.0017928895214961 0.286295816069469
100040 -0.000758171232486011 0.563968495465815
100050 0.00628487253813277 0.162288086488843
100060 -0.00288692942909527 0.658818706171587
100070 0.00522163014966234 0.691868649562821
100080 0.00160186244375563 0.581252448726445
100090 -1.33269816943262e-05 0.16463103541173
100100 -0.00433455998751052 0.335373362060636
100110 0.00479090214029554 0.533278452465311
100120 0.00396648400334307 0.717001497978345
100130 0.000708548358985938 0.783908704295754
100140 0.00533881685685537 0.498464460717514
100150 0.00722184370245188 0.484443938126788
100160 0.00946764287310374 0.71211182884872
100170 0.010112288429779 0.468271675519645
100180 0.00323271788171721 0.609320200746879
100190 0.015168208112652 0.487778919283301
100200 0.000406937972528961 0.62228490319103
100210 0.00929161424419706 0.563703239196911
100220 0.000737673325000252 0.859598436858505
100230 0.00792112373298452 0.215051245409995
100240 -0.00349658981570546 0.845653865253553
100250 0.00076277240709882 0.65520139108412
100260 0.00211698925591516 0.0720713620539755
100270 9.62631086418911e-05 0.182409861357883
100280 0.00740085111082074 0.857969301985577
100290 0.00186131308888455 0.881873030448332
100300 0.0107228414608812 0.0994881845545024
100310 -0.00755680449438482 0.213448567083105
100320 -0.00175828975724144 0.351427868241444
100330 0.000783276430680539 0.947160168550909
100340 0.0102008886382069 0.871811432996765
100350 0.00351713692781169 0.644860677188262
100360 0.00202743319932407 0.707390936790034
100370 0.00598113001115883 0.51512742601335
100380 -0.00677921539190027 0.579820780316368
100390 0.00539219027713132 0.657549309777096
100400 -0.0055354855596656 0.434907080838457
110000 -0.00666231983169572 0.0734478023368865
110010 -0.00362283652963966 0.0859035484027117
110020 -0.00194987220823702 0.850781820248812
110030 0.00345257471086235 0.473971026716754
110040 0.00117837892426294 0.231732432730496
110050 0.00378949908735241 0.0484249894507229
110060 0.00533664382135374 0.134205432841554
110070 -0.00212735180702848 0.0308820297941566
110080 0.000172166334805462 0.652992299757898
110090 0.0019402107125916 0.395691875135526
110100 -0.000179162701001212 0.0234640701673925
110110 0.00573218504724805 0.312240230850875
110120 0.00384130951170223 0.907381739700213
110130 0.00361579226599678 0.138112091226503
110140 0.00486186753003721 0.335104856872931
110150 0.0108745512700202 0.742147938814014
110160 -0.0008825816838128 0.692701113177463
110170 0.00235784126527524 0.628100550966337
110180 0.00263278822097823 0.189256810350344
110190 0.00130726391147333 0.136561971623451
110200 0.00767816062455523 0.044134525815025
110210 0.0167553612945673 0.236882242141291
110220 0.000943365545890329 0.746347217820585
110230 -0.00696292182659859 0.534093217924237
110240 -0.000183134255822642 0.673015879234299
110250 0.00259948876098213 0.905799829633906
110260 0.00328636570751621 0.136037891497836
110270 0.000657802629203167 0.0868289435748011
110280 0.00324337742412418 0.747195028467104
110290 0.00586061302916796 0.602890467038378
110300 0.00342131055263235 0.360885122092441
110310 8.37105982778794e-05 0.398094506002963
110320 0.00788849568873021 0.773131336085498
110330 0.00627263508706373 0.953943594824523
110340 -0.00485661859517268 0.230117035796866
110350 -0.00113396510900414 0.232366327662021
110360 -9.89700559350887e-05 0.309753576060757
110370 -0.00404050154428855 0.494355969596654
110380 -0.00136288481919855 0.687096108449623
110390 -0.00487176372842321 0.980963461333886
110400 -0.0070020877547752 0.478095340076834
120000 -0.00484423459254283 0.46023280872032
120010 0.00409794828214233 0.826906177215278
120020 -0.000373215126670643 0.167046924587339
120030 0.000790815051601073 0.2164201955311
120040 0.000325994465621454 0.55236574402079
120050 -0.00778017516807902 0.887216927018017
120060 0.000484665464428726 0.613357454771176
120070 -0.00386478238536815 0.983853356679901
120080 0.000455870128489152 0.112811152124777
120090 -0.00829211777161122 0.773655012948439
120100 0.00263336660993543 0.889628667617217
120110 0.00612917298283421 0.380247585475445
120120 0.00190736701237906 0.341155317844823
120130 0.00221375327167771 0.578778264345601
120140 0.010316547271836 0.38152019563131
120150 0.00354013565429983 0.519731568172574
120160 0.0181400109394958 0.943875980796292
120170 0.0103857943715025 0.619305103784427
120180 0.00293973268319588 0.369952878681943
120190 0.00246971753657151 0.027260325383395
120200 0.00950788121552406 0.903098395094275
120210 0.00949353522145727 0.660557460738346
120220 -0.0033094520599895 0.0520896774251014
120230 0.00207782564461214 0.747365894494578
120240 0.0023312729566794 0.962963630212471
120250 0.0088047454625356 0.895330239087343
120260 -0.00291466240349757 0.749766532797366
120270 0.00586855579595623 0.0312011316418648
120280 -0.000258779094387052 0.941330909729004
120290 0.00978100073868515 0.483825044473633
120300 0.0042754168915016 0.900774366687983
120310 0.00566705741864145 0.0424436493776739
120320 0.00106496476560213 0.307244860334322
120330 0.000683719910129122 0.538445667829365
120340 -0.00307533744055972 0.854458632646129
120350 -0.0024167283778811 0.089760082308203
120360 0.00840449353301692 0.0387937899213284
120370 0.0109151824959268 0.74603808298707
120380 -0.0024414052026956 0.392737865447998
120390 -0.00970783937971931 0.501888570375741
120400 -0.00950265324468478 0.236700282199308
130000 0.000955759023171238 0.720329353585839
130010 -0.00327043679509204 0.0151097124908119
130020 0.00311379823522778 0.501771477982402
130030 0.00827152149283529 0.660339140100405
130040 -0.00457943174421988 0.577092244056985
130050 -0.0056699331085147 0.472644773079082
130060 0.0050757869761703 0.856305591063574
130070 -0.0017911811439759 0.334838854614645
130080 -0.00341377746993739 0.909731331281364
130090 -0.00221300316028882 0.0333652433473617
130100 0.00284871734236345 0.371723548974842
130110 0.00829006551273445 0.7177649945952
130120 0.00765162666222293 0.10306103900075
130130 0.00454460595178039 0.902795096859336
130140 0.00563175246984881 0.97845120402053
130150 -0.00159262910734793 0.226495465962216
130160 0.0116757890995865 0.0660792777780443
130170 -0.00801481033597241 0.171193002257496
130180 0.00569428620803234 0.966323258122429
130190 0.0062595892801071 0.574615873396397
130200 0.00481198473229766 0.950932602398098
130210 -0.00458042311923059 0.0345358476042747
130220 0.00842589366397526 0.584440061589703
130230 0.0175023192476041 0.835247549926862
130240 6.70992960958633e-05 0.538260890403762
130250 0.00452850431346751 0.66047153249383
130260 0.00437211995200736 0.200952917104587
130270 0.00208587132006216 0.509377387817949
130280 -0.00169088099916141 0.368960043648258
130290 0.00232370602293869 0.259217596147209
130300 -0.00660359464314878 0.87419126695022
130310 0.0114584458619282 0.402955421479419
130320 0.0051002000336688 0.0190153119619936
130330 -0.00213975733787246 0.197394826682284
130340 0.00700056199485977 0.299874016549438
130350 0.00548521802406594 0.711854274151847
130360 -0.0112627975852984 0.295643643010408
130370 -0.00685725080700818 0.567757056327537
130380 0.0022554207784285 0.339776158332825
130390 -0.00637143793740306 0.835802756249905
130400 0.00104228656854328 0.722230968298391
140000 0.0010329397395885 0.550270313862711
140010 0.00256918948416002 0.508020534878597
140020 -0.00151411743468489 0.769833338446915
140030 0.000456566606121414 0.0981654815841466
140040 -0.00361802454572437 0.42462773132138
140050 0.0068761505093953 0.658864152152091
140060 0.00614778887219684 0.469841724261642
140070 0.00565218379732386 0.0731449138838798
140080 0.00325074193217041 0.122683719033375
140090 0.0080907101187855 0.779079450294375
140100 0.0033251718555026 0.72570642712526
140110 -0.005486543519342 0.268062901915982
140120 0.00628807463550279 0.922705003991723
140130 0.00040550519549927 0.736503291875124
140140 0.00134406348891461 0.274452925892547
140150 0.00284344170879917 0.783316205255687
140160 0.000862609850024872 0.892234232742339
140170 0.00236267607159728 0.152594151673838
140180 -0.00639654193929185 0.14332589157857
140190 0.000757443913732683 0.883839460555464
140200 0.00169592201859747 0.625598200596869
140210 0.00199401145198354 0.642854600679129
140220 0.00173478538452541 0.208662970224395
140230 -0.00120268724781216 0.205017149914056
140240 0.0107294667233183 0.900637274375185
140250 0.00134880276060078 0.479026095243171
140260 0.00377499399117588 0.435766188660637
140270 0.0113488430437154 0.398791970452294
140280 -0.00776601313460798 0.770219221711159
140290 0.00117334739048461 0.348904939368367
140300 0.00880566653069597 0.461703291395679
140310 0.0100655565350341 0.412085226736963
140320 4.74726608673162e-05 0.489946776302531
140330 -0.00412838534466477 0.490813644137233
140340 0.0102198134154623 0.500315536279231
140350 0.0009290341019698 0.135283380746841
140360 0.00513596006792215 0.909525573486462
140370 -0.00278481469911021 0.747887413715944
140380 -0.00489447112536859 0.107266164151952
140390 -0.00160088697526192 0.501266079954803
140400 0.00374055866863136 0.444783617043868
150000 -0.00558524674852217 0.173460326390341
150010 -0.00277705084569185 0.091864031041041
150020 -0.00583600606924508 0.424564872169867
150030 0.0021944183635211 0.62461881712079
150040 0.00849390882808553 0.524711139965802
150050 0.00367642623954571 0.951018771156669
150060 0.00644922782445904 0.133928042137995
150070 -0.00093901698833768 0.389568760991096
150080 0.00933938671223446 0.579488798975945
150090 -0.0099171463869116 0.0774234242271632
150100 -0.00382024209344705 0.196006189566106
150110 0.0011093993876095 0.274477097205818
150120 -0.000765176061091704 0.543041246477515
150130 0.00847185030236395 0.11340251378715
150140 0.00359098288617865 0.473482905654237
150150 0.0101537320005041 0.737369057256728
150160 0.0148331154059971 0.0621202981565148
150170 0.00125908104483231 0.582737914985046
150180 0.00407564491339865 0.651634785812348
150190 -0.00144718991355219 0.800481566227973
150200 0.000696626829934539 0.0064076513517648
150210 0.00375142879610463 0.839502777438611
150220 0.00931479807573974 0.116590899648145
150230 0.00148268554906356 0.234513621544465
150240 0.00932655383588313 0.375608060974628
150250 0.00171160306519328 0.628174123121426
150260 0.00287765987387271 0.466626313515007
150270 0.00314701321901227 0.407085783081129
150280 0.00272343253618737 0.120973122538999
150290 0.0092409132178303 0.927515463205054
150300 -0.00218739958286072 0.315978199709207
150310 0.0055397982587127 0.277730359695852
150320 0.0059656338712638 0.0046668853610754
150330 0.00490328204903902 0.31333962851204
150340 0.0058165212903697 0.0499213603325188
150350 0.000100560425040407 0.151946563506499
150360 0.00143372039460384 0.158979902043939
150370 0.00542314760264862 0.162539529614151
150380 0.00386966061428069 0.342596764210612
150390 -0.00562905919525917 0.954135313630104
150400 0.00215867111965154 0.78096850332804
160000 0.00493140229529351 0.392756096087396
160010 0.00319532050898371 0.132821456296369
160020 -0.00365672379458443 0.722516314825043
160030 0.000143065194460647 0.530065546743572
160040 -0.00238914608914131 0.0334857851266861
160050 -0.0114502447027738 0.71395047637634
160060 -0.00315197760232798 0.0795020286459476
160070 -0.00690826831259251 0.911868782714009
160080 0.000338705727634334 0.964807913871482
160090 0.0013579507693156 0.808908640872687
160100 -0.00274773436716194 0.812668103026226
160110 0.00199059016419474 0.342481700936332
160120 0.000630173015269054 0.363539258018136
160130 0.00498084092826764 0.682748134480789
160140 0.00215968140396266 0.632614935282618
160150 0.0120687421304132 0.219879162032157
160160 0.0100082943583488 0.857667137403041
160170 0.011232722293056 0.758124809479341
160180 0.00907853990741596 0.19518032297492
160190 0.00893194902842422 0.410189260495827
160200 0.0108438559360905 0.340604765806347
160210 0.00653339637130775 0.968770699109882
160220 0.00458638900283916 0.562621352029964
160230 0.00410856280519558 0.141343478346244
160240 0.00436392390155386 0.88656851882115
160250 0.00124037212554271 0.765787947457284
160260 0.00129264579170443 0.0640578703023493
160270 0.0155904082570356 0.571487162029371
160280 0.0088380709692966 0.0446812710724771
160290 0.00337249027049785 0.462394843809307
